catalog_index,catalog_id,material_no,master_category,name,category,thickness_mm,weight_kg_m2,ra_dba,source_ref,r_63_hz,r_125_hz,r_250_hz,r_500_hz,r_1000_hz,r_2000_hz,spectrum_ok,supplier,phone,buildup,cavity_fill,laminate,glass_t1_mm,glass_cavity_mm,glass_t2_mm,rqa_dba,c_dm3_s,dna_dba,height_mm,depth_mm,length_mm,sh_mm,doorlaat_m2_m,source
567,D02468,2468,Elementen,3 mm schuimband bij ...,,0.0,999.0,49.1,Geluidwering Grote ...,45.0,45.0,44.0,52.0,50.0,53.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
568,D02469,2469,Elementen,kroonband 600 N/m [3],,0.0,999.0,48.8,Geluidwering Grote ...,37.0,37.0,49.0,58.0,60.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
569,D02470,2470,Elementen,kroonband met neusd...,,0.0,999.0,49.8,Geluidwering Grote ...,40.0,40.0,45.0,55.0,57.0,60.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
570,D02471,2471,Elementen,3 mm schuimband+to...,,0.0,999.0,50.3,Geluidwering Grote ...,45.0,45.0,45.0,53.0,52.0,55.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
571,D02472,2472,Elementen,kroonband [3],,0.0,999.0,50.2,Geluidwering Grote ...,40.0,40.0,47.0,54.0,56.0,62.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
572,D02473,2473,Elementen,lipprofiel in kunststofr...,,0.0,999.0,52.6,Geluidwering Grote ...,43.0,43.0,50.0,52.0,60.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
573,D02474,2474,Elementen,5 mm schuimband+n...,,0.0,999.0,52.1,Geluidwering Grote ...,41.0,41.0,50.0,60.0,60.0,64.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
574,D02475,2475,Elementen,schuimband met thio...,,0.0,999.0,54.4,Geluidwering Grote ...,45.0,45.0,50.0,57.0,60.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
575,D02476,2476,Elementen,5 mm schuimband+th...,,0.0,999.0,54.1,Geluidwering Grote ...,45.0,45.0,49.0,60.0,59.0,62.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
576,D02477,2477,Elementen,lippprofiel in kunststo...,,0.0,999.0,54.4,Geluidwering Grote ...,45.0,45.0,50.0,57.0,60.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
577,D02478,2478,Elementen,3 mm schuimband m...,,0.0,999.0,55.0,Geluidwering Grote ...,45.0,45.0,53.0,57.0,60.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
578,D02479,2479,Elementen,vol en zat [3],,0.0,999.0,60.0,Geluidwering Grote ...,50.0,50.0,58.0,62.0,65.0,70.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
579,D02480,2480,Elementen,kozijn steen: alleen af...,,0.0,999.0,45.2,NPR 5272:2003,36.0,36.0,41.0,46.0,51.0,58.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
580,D02481,2481,Elementen,kozijn-steen: schuimb...,,0.0,999.0,50.2,NPR 5272:2003,41.0,41.0,46.0,51.0,56.0,63.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
581,D02482,2482,Elementen,kozijn-steen: tweezijd...,,0.0,999.0,55.2,NPR 5272:2003,46.0,46.0,51.0,56.0,61.0,68.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
582,D02483,2483,Elementen,dakraam-beschot: ge...,,0.0,999.0,24.6,NPR 5272:2003,19.0,19.0,22.0,25.0,26.0,27.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
583,D02484,2484,Elementen,dakraam-beschot: ba...,,0.0,999.0,34.6,NPR 5272:2003,29.0,29.0,32.0,35.0,36.0,37.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
584,D02485,2485,Elementen,suskast-kozijn/raam: ...,,0.0,999.0,50.0,NPR 5272:2003,46.0,46.0,49.0,52.0,53.0,48.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
585,D02486,2486,Elementen,droge beglazing: ban...,,0.0,999.0,48.5,NPR 5272:2003,38.0,38.0,45.0,52.0,58.0,60.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
586,D02487,2487,Elementen,gesloten beglazing of...,,0.0,999.0,53.5,NPR 5272:2003,45.0,45.0,50.0,54.0,58.0,60.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
587,D02488,2488,Elementen,bij ramen geen dichti...,,0.0,999.0,19.7,NPR 5272:2003,19.0,19.0,21.0,22.0,20.0,18.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
588,D02489,2489,Elementen,bij ramen 'normale' ki...,,0.0,999.0,29.6,NPR 5272:2003,24.0,24.0,27.0,30.0,31.0,32.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
589,D02490,2490,Elementen,bij ramen 'normale' ki...,,0.0,999.0,29.8,NPR 5272:2003,28.0,28.0,31.0,33.0,34.0,26.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
590,D02491,2491,Elementen,"lipprofiel, indrukking ...",,0.0,999.0,24.7,NPR 5272:2003,24.0,24.0,28.0,30.0,25.0,22.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
591,D02492,2492,Elementen,"lipprofiel, indrukking ...",,0.0,999.0,34.4,NPR 5272:2003,39.0,39.0,41.0,40.0,33.0,33.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
592,D02493,2493,Elementen,"bij ramen buisprofiel, ...",,0.0,999.0,29.4,NPR 5272:2003,35.0,35.0,36.0,34.0,28.0,28.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
593,D02494,2494,Elementen,"bij ramen buisprofiel, ...",,0.0,999.0,39.5,NPR 5272:2003,41.0,41.0,44.0,44.0,38.0,39.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
594,D02495,2495,Elementen,bij ramen buis- of tus...,,0.0,999.0,44.6,NPR 5272:2003,38.0,38.0,46.0,46.0,46.0,45.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
595,D02496,2496,Elementen,bij ramen matige dub...,,0.0,999.0,40.0,NPR 5272:2003,36.0,36.0,39.0,42.0,43.0,38.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
596,D02497,2497,Elementen,bij ramen goede dubb...,,0.0,999.0,50.0,NPR 5272:2003,46.0,46.0,49.0,52.0,53.0,48.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
597,D02498,2498,Elementen,bij ramen dubbel-prof...,,0.0,999.0,44.9,NPR 5272:2003,41.0,41.0,45.0,46.0,44.0,48.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
598,D02499,2499,Elementen,bij deuren zonder extr...,,0.0,999.0,19.7,NPR 5272:2003,19.0,19.0,21.0,22.0,20.0,18.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
599,D02500,2500,Elementen,bij deuren met tochtb...,,0.0,999.0,29.7,NPR 5272:2003,29.0,29.0,31.0,32.0,30.0,28.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
600,D02501,2501,Elementen,bij deuren met enkele...,,0.0,999.0,35.0,NPR 5272:2003,31.0,31.0,34.0,37.0,38.0,33.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
601,D02502,2502,Elementen,bij deuren met dubbel...,,0.0,999.0,40.0,NPR 5272:2003,36.0,36.0,39.0,42.0,43.0,38.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
602,D02503,2503,Elementen,bij dakraam-op-kast ...,,0.0,999.0,29.7,NPR 5272:2003,29.0,29.0,31.0,32.0,30.0,28.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
603,D02504,2504,Elementen,bij dakraam-in-kast m...,,0.0,999.0,40.0,NPR 5272:2003,36.0,36.0,39.0,42.0,43.0,38.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
604,D02505,2505,Elementen,bij dakraam met driev...,,0.0,999.0,50.0,NPR 5272:2003,46.0,46.0,49.0,52.0,53.0,48.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
605,D02577,2577,Elementen,Phonotech DK-45 co...,,62.0,19.0,20.2,Phonotech sept 2006,2.4,20.0,37.6,53.6,58.8,56.7,True,phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
606,D02578,2578,Elementen,Phonotech DK-45 co...,,74.0,36.0,30.5,Phonotech sept 2006,13.2,25.5,37.6,50.1,55.8,56.7,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
607,D02579,2579,Elementen,Phonotech DK-45 co...,,78.0,42.0,34.2,Phonotech sept 2006,17.2,29.0,40.6,52.6,57.8,41.7,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
608,D02580,2580,Elementen,Phonotech DK-65 co...,,82.0,20.0,18.8,Phonotech sept 2006,0.9,21.2,41.5,54.7,58.3,56.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
609,D02581,2581,Elementen,Phonotech DK-65 co...,,94.0,376.0,33.6,Phonotech sept 2006,16.7,26.7,41.5,51.2,55.3,56.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
610,D02582,2582,Elementen,Phonotech DK-65 co...,,98.0,43.0,33.5,Phonotech sept 2006,15.9,30.2,44.5,53.7,57.3,58.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
611,D02583,2583,Elementen,Phonotech DK-85 co...,,102.0,22.0,23.9,Phonotech sept 2006,6.1,23.8,41.5,54.7,58.3,56.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
612,D02584,2584,Elementen,Phonotech DK-85 co...,,114.0,39.0,34.4,Phonotech sept 2006,17.1,29.3,41.5,51.2,55.3,56.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
613,D02585,2585,Elementen,Phonotech DK-85 co...,,118.0,45.0,38.3,Phonotech sept 2006,21.1,32.8,44.5,53.7,57.3,58.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
614,D02586,2586,Elementen,Phonotech DK-45 co...,,62.0,19.0,28.5,Phonotech sept 2006,10.9,25.0,39.1,52.6,59.3,56.5,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
615,D02587,2587,Elementen,Phonotech DK-45 co...,,74.0,36.0,36.1,Phonotech sept 2006,18.9,30.5,42.1,51.6,58.3,58.5,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
616,D02588,2588,Elementen,Phonotech DK-45 co...,,78.0,42.0,39.9,Phonotech sept 2006,22.9,34.0,45.1,54.1,60.3,60.5,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
617,D02589,2589,Elementen,Phonotech DK-65 co...,,82.0,20.0,30.5,Phonotech sept 2006,13.1,26.2,39.3,52.2,59.0,54.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
618,D02590,2590,Elementen,Phonotech DK-65 co...,,94.0,38.0,38.0,Phonotech sept 2006,21.1,31.7,42.3,51.2,58.0,56.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
619,D02591,2591,Elementen,Phonotech DK-65 co...,,98.0,43.0,41.8,Phonotech sept 2006,25.1,35.2,45.3,53.7,60.0,58.6,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
620,D02592,2592,Elementen,Phonotech DK-85 co...,,102.0,22.0,32.2,Phonotech sept 2006,14.6,28.8,43.0,53.7,58.8,56.4,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
621,D02593,2593,Elementen,Phonotech DK-85 co...,,114.0,39.0,39.7,Phonotech sept 2006,22.6,34.3,46.0,52.7,57.8,58.4,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
622,D02594,2594,Elementen,Phonotech DK-85 co...,,118.0,45.0,43.6,Phonotech sept 2006,26.6,37.8,49.0,55.2,59.8,60.4,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
623,D02595,2595,Elementen,Phonotech DK-45 co...,,62.0,19.0,51.2,Phonotech sept 2006,34.7,44.7,51.0,64.7,78.8,80.9,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
624,D02596,2596,Elementen,Phonotech DK-65 co...,,82.0,20.0,52.7,Phonotech sept 2006,35.7,47.7,54.5,71.7,83.0,79.4,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
625,D02597,2597,Elementen,Phonotech DK-85 co...,,102.0,22.0,56.3,Phonotech sept 2006,39.7,49.7,57.0,69.7,82.0,82.9,True,Phonotech,+32(0)8733...,,,,,,,,,,,,,,,catalogusGG.pdf
626,D02770,2770,Elementen,Alara-Lukagro AL-D 4...,,0.0,0.0,35.5,Rapport Peutz A-165...,19.0,32.0,41.0,40.0,42.0,49.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
627,D02771,2771,Elementen,Alara-Lukagro AL-D 5...,,0.0,0.0,28.9,Rapport Peutz A-165...,11.0,36.0,43.0,47.0,51.0,51.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
628,D02772,2772,Elementen,Alara-Lukagro AL-D 5...,,0.0,0.0,34.8,Rapport Peutz A-165...,17.0,36.0,46.0,49.0,52.0,54.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
629,D02773,2773,Elementen,Alara-Lukagro AL-D 5...,,0.0,0.0,38.7,Rapport Peutz A-165...,21.0,41.0,48.0,52.0,55.0,55.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
630,D02774,2774,Elementen,Alara-Lukagro AL-D 5...,,0.0,0.0,45.9,Rapport Peutz A-165...,29.0,43.0,49.0,52.0,56.0,59.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
631,D02775,2775,Elementen,Alara-Lukagro AL-D/...,,0.0,0.0,34.5,Rapport University of...,23.0,22.0,38.0,48.0,51.0,48.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
632,D02776,2776,Elementen,Alara-Lukagro AL-D/...,,0.0,0.0,42.3,Rapport University of...,26.0,35.0,44.0,51.0,56.0,58.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
633,D02777,2777,Elementen,Alara-Lukagro AL-D/...,,0.0,0.0,40.6,Rapport LGAI Techn...,29.0,36.0,43.0,41.0,41.0,48.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
634,D02778,2778,Elementen,Alara-Lukagro AL-D/...,,0.0,0.0,44.7,Rapport LGAI Techn...,33.0,37.0,41.0,45.0,51.0,55.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
635,D02779,2779,Elementen,Alara-Lukagro AL-D/...,,0.0,0.0,41.2,Rapport LGAI Techn...,25.0,34.0,43.0,49.0,52.0,61.0,True,Alara Lukagro,018 466 17...,,,,,,,,,,,,,,,catalogusGG.pdf
636,D02809,2809,Elementen,Velux CSP 0073Q [1],,0.0,0.0,29.4,,26.3,27.2,22.9,29.1,32.3,38.7,True,Velux Nederland B.V.,030-6629629,,,,,,,,,,,,,,,catalogusGG.pdf
637,D02831,2831,Elementen,Sch³co AWS 65 draai...,,59.0,30.0,30.4,ift Rosenheim 161 3...,20.0,24.6,24.0,33.9,35.9,39.2,True,Sch³co,0297-233 6...,,,,,,,,,,,,,,,catalogusGG.pdf
638,D02832,2832,Elementen,Sch³co AWS 65 draai...,,59.0,30.0,30.7,ift Rosenheim 161 3...,19.0,24.2,24.5,34.7,39.8,39.5,True,Sch³co,0297-233 6...,,,,,,,,,,,,,,,catalogusGG.pdf
639,D02833,2833,Elementen,Sch³co AWS 65 draai...,,59.0,30.0,30.4,ift Rosenheim 161 3...,19.4,24.3,23.6,34.2,39.5,39.7,True,Sch³co,0297-233 6...,,,,,,,,,,,,,,,catalogusGG.pdf
640,D02844,2844,Elementen,Alcoa RT 62 met begl...,,46.0,0.0,42.5,IFT Rosenheim'98 N...,30.8,35.0,40.6,43.7,46.3,48.4,True,Alcoa,+ 31 (0) 41...,,,,,,,,,,,,,,,catalogusGG.pdf
641,D02976,2976,Elementen,Akoestiregel 1x12.5 g...,,152.0,0.0,33.8,Peutz rapport A2406...,16.4,29.3,44.2,56.1,63.9,61.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
642,D02977,2977,Elementen,Akoestiregel 2x12.5 g...,,165.0,0.0,34.8,Peutz rapport A2406...,17.0,34.9,48.5,59.4,64.9,65.3,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
643,D02978,2978,Elementen,Akoestiregel 3x12.5 g...,,177.0,0.0,37.5,Peutz rapport A2406...,19.7,38.1,50.5,60.4,65.9,66.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
644,D02979,2979,Elementen,Akoestiregel 1x12.5 g...,,172.0,0.0,34.1,Peutz rapport A2406...,16.3,33.6,46.5,58.4,66.6,64.8,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
645,D02980,2980,Elementen,Akoestiregel 2x12.5 g...,,185.0,0.0,37.9,Peutz rapport A2406...,20.0,39.6,51.1,61.5,67.1,68.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
646,D02981,2981,Elementen,Akoestiregel 3x12.5 g...,,197.0,0.0,41.9,Peutz rapport A2406...,24.1,43.0,53.0,62.0,68.3,69.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
647,D02982,2982,Elementen,Akoestiregel 1x12.5 g...,,232.0,0.0,36.9,Peutz rapport A2406...,19.1,36.9,48.9,59.4,67.3,67.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
648,D02983,2983,Elementen,Akoestiregel 2x12.5 g...,,245.0,0.0,42.7,Peutz rapport A2406...,25.0,42.5,52.7,62.3,67.7,70.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
649,D02984,2984,Elementen,Akoestiregel 3x12.5 g...,,257.0,0.0,46.7,Peutz rapport A2406...,29.1,45.4,54.1,62.7,68.5,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
650,D02985,2985,Elementen,Akoestiregel KZS 21...,,267.0,0.0,49.5,Peutz rapport A2406...,34.4,39.0,53.4,71.4,78.1,74.1,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
651,D02986,2986,Elementen,Akoestiregel KZS 21...,,267.0,0.0,49.4,Peutz rapport A2406...,35.9,37.9,50.3,69.7,82.3,88.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
652,D02987,2987,Elementen,Akoestiregel KZS 21...,,280.0,0.0,50.8,Peutz rapport A2406...,33.8,44.3,56.7,73.9,82.6,90.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
653,D02988,2988,Elementen,Akoestiregel KZS 21...,,292.0,0.0,52.4,Peutz rapport A2406...,35.0,48.4,60.0,74.3,82.0,89.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
654,D02989,2989,Elementen,Akoestiregel KZS 21...,,282.0,0.0,50.5,Peutz rapport A2406...,34.2,41.8,56.6,73.5,86.8,93.3,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
655,D02990,2990,Elementen,Akoestiregel KZS 21...,,300.0,0.0,51.7,Peutz rapport A2406...,34.1,48.9,62.1,76.9,85.8,92.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
656,D02991,2991,Elementen,Akoestikon KZS + M...,,312.0,0.0,54.8,Peutz rapport A2406...,37.1,52.9,63.9,77.4,86.1,93.8,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
657,D02992,2992,Elementen,Akoestiregel KZS 21...,,347.0,0.0,51.1,Peutz rapport A2406...,33.5,47.9,61.6,78.0,90.1,99.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
658,D02993,2993,Elementen,Akoestiregel KZS 21...,,360.0,0.0,56.1,Peutz rapport A2406...,38.4,54.0,66.1,80.6,89.7,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
659,D02994,2994,Elementen,Akoestiregel KZS 21...,,372.0,0.0,61.8,Peutz rapport A2406...,44.6,56.6,67.3,81.2,90.8,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
660,D02995,2995,Elementen,Akoestiregel KZS 21...,,247.0,0.0,50.7,Peutz rapport A2406...,32.9,50.1,62.4,80.4,90.8,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
661,D02996,2996,Elementen,Akoestiregel KZS 21...,,360.0,0.0,56.2,Peutz rapport A2406...,38.5,54.6,65.4,81.5,90.6,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
662,D02997,2997,Elementen,Akoestikon KZS + M...,,372.0,0.0,61.2,Peutz rapport A2406...,43.9,56.4,67.7,82.2,90.6,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
663,D02999,2999,Elementen,Akoestiregel KZS 21...,,372.0,0.0,61.2,Peutz rapport A2406...,43.9,56.4,67.7,82.2,90.6,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
664,D03000,3000,Elementen,Akoestiregel KZS 21...,,447.0,0.0,55.1,Peutz rapport A2406...,37.4,53.3,64.0,80.3,92.7,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
665,D03001,3001,Elementen,Akoestiregel KZS 21...,,460.0,0.0,61.0,Peutz rapport A2406...,43.8,55.7,67.1,80.8,92.4,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
666,D03002,3002,Elementen,Akoestiregel KZS 21...,,472.0,0.0,63.7,Peutz rapport A2406...,46.7,57.2,68.2,81.6,92.8,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
667,D03003,3003,Elementen,Akoestiregel KZS 10...,,152.0,0.0,43.0,Peutz rapport A2406...,31.1,31.1,42.1,59.8,77.1,84.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
668,D03004,3004,Elementen,Akoestiregel KZS 10...,,165.0,0.0,46.9,Peutz rapport A2406...,31.6,37.1,48.1,63.9,76.6,86.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
669,D03005,3005,Elementen,Akoestiregel KZS 10...,,177.0,0.0,48.1,Peutz rapport A2406...,31.4,41.1,50.7,65.0,77.4,85.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
670,D03006,3006,Elementen,Akoestiregel KZS 10...,,172.0,0.0,45.4,Peutz rapport A2406...,30.5,35.0,46.4,63.4,80.7,89.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
671,D03007,3007,Elementen,Akoestiregel KZS 10...,,185.0,0.0,48.5,Peutz rapport A2406...,31.7,41.7,52.7,67.4,80.8,91.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
672,D03008,3008,Elementen,Akoestiregel KZS 10...,,197.0,0.0,50.8,Peutz rapport A2406...,33.9,43.9,55.2,68.9,81.0,90.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
673,D03009,3009,Elementen,Akoestikon KZS 100 ...,,232.0,0.0,47.8,Peutz rapport A2406...,31.6,39.1,52.0,68.2,83.6,94.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
674,D03010,3010,Elementen,Akoestiregel KZS 10...,,232.0,0.0,47.8,Peutz rapport A2406...,31.6,39.1,52.0,68.2,83.6,94.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
675,D03011,3011,Elementen,Akoestiregel KZS 10...,,245.0,0.0,52.1,Peutz rapport A2406...,35.1,45.6,58.7,72.1,82.5,93.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
676,D03012,3012,Elementen,Akoestiregel KZS 10...,,257.0,0.0,55.3,Peutz rapport A2406...,38.4,48.5,61.5,73.5,84.1,97.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
677,D03013,3013,Elementen,Akoestiregel KZS 10...,,232.0,0.0,47.6,Peutz rapport A2406...,30.3,42.9,54.4,72.5,86.8,99.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
678,D03014,3014,Elementen,Akoestiregel KZS 10...,,245.0,0.0,52.0,Peutz rapport A2406...,34.5,48.3,58.3,74.3,86.0,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
679,D03015,3015,Elementen,Akoestiregel KZS 10...,,257.0,0.0,54.4,Peutz rapport A2406...,37.0,50.3,60.5,75.0,86.2,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
680,D03016,3016,Elementen,Akoestiregel KZS 10...,,332.0,0.0,49.7,Peutz rapport A2406...,32.3,45.9,54.8,71.4,84.8,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
681,D03017,3017,Elementen,Akoestiregel KZS 10...,,345.0,0.0,53.4,Peutz rapport A2406...,35.6,79.6,57.5,72.0,83.3,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
682,D03018,3018,Elementen,Akoestiregel KZS 10...,,357.0,0.0,55.6,Peutz rapport A2406...,38.2,51.9,59.7,72.6,83.0,97.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
683,D03019,3019,Elementen,Akoestiregel Cellenb...,,152.0,0.0,40.3,Peutz rapport A2406...,28.4,29.3,36.9,48.0,64.8,74.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
684,D03020,3020,Elementen,Akoestiregel Cellenb...,,165.0,0.0,43.7,Peutz rapport A2406...,28.6,34.4,43.1,53.0,65.5,75.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
685,D03021,3021,Elementen,Akoestiregel Cellenb...,,177.0,0.0,43.5,Peutz rapport A2406...,26.6,37.9,45.6,55.0,66.7,76.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
686,D03022,3022,Elementen,Akoestiregel Cellenb...,,172.0,0.0,41.6,Peutz rapport A2406...,26.4,31.8,42.8,53.3,70.0,80.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
687,D03023,3023,Elementen,Akoestiregel Cellenb...,,185.0,0.0,42.8,Peutz rapport A2406...,25.5,38.5,48.4,57.6,70.1,82.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
688,D03024,3024,Elementen,Akoestiregel Cellenb...,,197.0,0.0,43.8,Peutz rapport A2406...,26.2,41.9,50.6,59.1,70.9,83.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
689,D03025,3025,Elementen,Akoestiregel Cellenb...,,165.0,0.0,46.8,Peutz rapport A2406...,29.4,42.6,52.2,62.0,74.4,85.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
690,D03026,3026,Elementen,Akoestiregel Cellenb...,,232.0,0.0,42.8,Peutz rapport A2406...,25.6,37.8,48.6,58.0,74.4,86.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
691,D03027,3027,Elementen,Akoestiregel Cellenb...,,245.0,0.0,48.5,Peutz rapport A2406...,31.1,45.1,54.7,62.1,74.8,88.8,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
692,D03028,3028,Elementen,Akoestiregel Cellenb...,,257.0,0.0,51.5,Peutz rapport A2406...,34.2,47.1,56.8,63.5,75.1,90.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
